model,threshold_type,threshold,recovery_rate,interest_rate,accuracy,precision_BAD_1,recall_BAD_1,f1_BAD_1,roc_auc,true_negatives,false_positives,false_negatives,true_positives,false_negative_loss,false_positive_loss,total_expected_loss,average_expected_loss,loss_given_default,false_negative_loan_value,false_positive_loan_value
Decision Tree,threshold_grid,0.49,0.4,0.04,0.7919463087248322,0.4878444084278768,0.8431372549019608,0.6180698151950719,0.883522521517342,1115,316,56,301,762780.0,196824.0,959604.0,536.6912751677852,0.6,1271300.0,4920600.0
Decision Tree,threshold_grid,0.5,0.4,0.04,0.8344519015659956,0.5594541910331384,0.803921568627451,0.6597701149425287,0.883522521517342,1205,226,70,287,852660.0,151688.0,1004348.0,561.7158836689038,0.6,1421100.0,3792200.0
Decision Tree,threshold_grid,0.51,0.4,0.04,0.8344519015659956,0.5594541910331384,0.803921568627451,0.6597701149425287,0.883522521517342,1205,226,70,287,852660.0,151688.0,1004348.0,561.7158836689038,0.6,1421100.0,3792200.0
Decision Tree,threshold_grid,0.52,0.4,0.04,0.8344519015659956,0.5594541910331384,0.803921568627451,0.6597701149425287,0.883522521517342,1205,226,70,287,852660.0,151688.0,1004348.0,561.7158836689038,0.6,1421100.0,3792200.0
Decision Tree,threshold_grid,0.53,0.4,0.04,0.8344519015659956,0.5594541910331384,0.803921568627451,0.6597701149425287,0.883522521517342,1205,226,70,287,852660.0,151688.0,1004348.0,561.7158836689038,0.6,1421100.0,3792200.0
Decision Tree,threshold_grid,0.54,0.4,0.04,0.8344519015659956,0.5594541910331384,0.803921568627451,0.6597701149425287,0.883522521517342,1205,226,70,287,852660.0,151688.0,1004348.0,561.7158836689038,0.6,1421100.0,3792200.0
Decision Tree,threshold_grid,0.55,0.4,0.04,0.8344519015659956,0.5594541910331384,0.803921568627451,0.6597701149425287,0.883522521517342,1205,226,70,287,852660.0,151688.0,1004348.0,561.7158836689038,0.6,1421100.0,3792200.0
Decision Tree,threshold_grid,0.56,0.4,0.04,0.8344519015659956,0.5594541910331384,0.803921568627451,0.6597701149425287,0.883522521517342,1205,226,70,287,852660.0,151688.0,1004348.0,561.7158836689038,0.6,1421100.0,3792200.0
Decision Tree,threshold_grid,0.57,0.4,0.04,0.8344519015659956,0.5594541910331384,0.803921568627451,0.6597701149425287,0.883522521517342,1205,226,70,287,852660.0,151688.0,1004348.0,561.7158836689038,0.6,1421100.0,3792200.0
Decision Tree,threshold_grid,0.58,0.4,0.04,0.8489932885906041,0.6048192771084338,0.7030812324929971,0.6502590673575129,0.883522521517342,1267,164,106,251,1320900.0,107652.0,1428552.0,798.9664429530201,0.6,2201500.0,2691300.0
Decision Tree,threshold_grid,0.59,0.4,0.04,0.8696868008948546,0.6845238095238095,0.6442577030812325,0.6637806637806638,0.883522521517342,1325,106,127,230,1491360.0,71648.0,1563008.0,874.165548098434,0.6,2485600.0,1791200.0
Decision Tree,threshold_grid,0.6,0.4,0.04,0.8696868008948546,0.6845238095238095,0.6442577030812325,0.6637806637806638,0.883522521517342,1325,106,127,230,1491360.0,71648.0,1563008.0,874.165548098434,0.6,2485600.0,1791200.0
Decision Tree,threshold_grid,0.61,0.4,0.04,0.8696868008948546,0.6845238095238095,0.6442577030812325,0.6637806637806638,0.883522521517342,1325,106,127,230,1491360.0,71648.0,1563008.0,874.165548098434,0.6,2485600.0,1791200.0
Decision Tree,threshold_grid,0.62,0.4,0.04,0.8696868008948546,0.6845238095238095,0.6442577030812325,0.6637806637806638,0.883522521517342,1325,106,127,230,1491360.0,71648.0,1563008.0,874.165548098434,0.6,2485600.0,1791200.0
Decision Tree,threshold_grid,0.63,0.4,0.04,0.8696868008948546,0.6845238095238095,0.6442577030812325,0.6637806637806638,0.883522521517342,1325,106,127,230,1491360.0,71648.0,1563008.0,874.165548098434,0.6,2485600.0,1791200.0
Decision Tree,threshold_grid,0.64,0.4,0.04,0.8696868008948546,0.6845238095238095,0.6442577030812325,0.6637806637806638,0.883522521517342,1325,106,127,230,1491360.0,71648.0,1563008.0,874.165548098434,0.6,2485600.0,1791200.0
Decision Tree,threshold_grid,0.65,0.4,0.04,0.8696868008948546,0.6845238095238095,0.6442577030812325,0.6637806637806638,0.883522521517342,1325,106,127,230,1491360.0,71648.0,1563008.0,874.165548098434,0.6,2485600.0,1791200.0
Decision Tree,threshold_grid,0.66,0.4,0.04,0.8696868008948546,0.6845238095238095,0.6442577030812325,0.6637806637806638,0.883522521517342,1325,106,127,230,1491360.0,71648.0,1563008.0,874.165548098434,0.6,2485600.0,1791200.0
Decision Tree,threshold_grid,0.67,0.4,0.04,0.8696868008948546,0.6845238095238095,0.6442577030812325,0.6637806637806638,0.883522521517342,1325,106,127,230,1491360.0,71648.0,1563008.0,874.165548098434,0.6,2485600.0,1791200.0
Decision Tree,threshold_grid,0.68,0.4,0.04,0.8696868008948546,0.6845238095238095,0.6442577030812325,0.6637806637806638,0.883522521517342,1325,106,127,230,1491360.0,71648.0,1563008.0,874.165548098434,0.6,2485600.0,1791200.0
Decision Tree,threshold_grid,0.69,0.4,0.04,0.8696868008948546,0.6845238095238095,0.6442577030812325,0.6637806637806638,0.883522521517342,1325,106,127,230,1491360.0,71648.0,1563008.0,874.165548098434,0.6,2485600.0,1791200.0
Decision Tree,threshold_grid,0.7,0.4,0.04,0.8696868008948546,0.6845238095238095,0.6442577030812325,0.6637806637806638,0.883522521517342,1325,106,127,230,1491360.0,71648.0,1563008.0,874.165548098434,0.6,2485600.0,1791200.0
Decision Tree,threshold_grid,0.71,0.4,0.04,0.8696868008948546,0.6845238095238095,0.6442577030812325,0.6637806637806638,0.883522521517342,1325,106,127,230,1491360.0,71648.0,1563008.0,874.165548098434,0.6,2485600.0,1791200.0
Decision Tree,threshold_grid,0.72,0.4,0.04,0.8696868008948546,0.6845238095238095,0.6442577030812325,0.6637806637806638,0.883522521517342,1325,106,127,230,1491360.0,71648.0,1563008.0,874.165548098434,0.6,2485600.0,1791200.0
Decision Tree,threshold_grid,0.73,0.4,0.04,0.8696868008948546,0.6845238095238095,0.6442577030812325,0.6637806637806638,0.883522521517342,1325,106,127,230,1491360.0,71648.0,1563008.0,874.165548098434,0.6,2485600.0,1791200.0
Decision Tree,threshold_grid,0.74,0.4,0.04,0.8696868008948546,0.6845238095238095,0.6442577030812325,0.6637806637806638,0.883522521517342,1325,106,127,230,1491360.0,71648.0,1563008.0,874.165548098434,0.6,2485600.0,1791200.0
Decision Tree,threshold_grid,0.75,0.4,0.04,0.8730425055928411,0.703125,0.6302521008403361,0.6646971935007385,0.883522521517342,1336,95,132,225,1540800.0,64936.0,1605736.0,898.062639821029,0.6,2568000.0,1623400.0
Decision Tree,threshold_grid,0.76,0.4,0.04,0.8730425055928411,0.703125,0.6302521008403361,0.6646971935007385,0.883522521517342,1336,95,132,225,1540800.0,64936.0,1605736.0,898.062639821029,0.6,2568000.0,1623400.0
Decision Tree,threshold_grid,0.77,0.4,0.04,0.8730425055928411,0.703125,0.6302521008403361,0.6646971935007385,0.883522521517342,1336,95,132,225,1540800.0,64936.0,1605736.0,898.062639821029,0.6,2568000.0,1623400.0
Decision Tree,threshold_grid,0.78,0.4,0.04,0.8730425055928411,0.703125,0.6302521008403361,0.6646971935007385,0.883522521517342,1336,95,132,225,1540800.0,64936.0,1605736.0,898.062639821029,0.6,2568000.0,1623400.0
Decision Tree,threshold_grid,0.79,0.4,0.04,0.8730425055928411,0.703125,0.6302521008403361,0.6646971935007385,0.883522521517342,1336,95,132,225,1540800.0,64936.0,1605736.0,898.062639821029,0.6,2568000.0,1623400.0
Decision Tree,threshold_grid,0.8,0.4,0.04,0.8730425055928411,0.703125,0.6302521008403361,0.6646971935007385,0.883522521517342,1336,95,132,225,1540800.0,64936.0,1605736.0,898.062639821029,0.6,2568000.0,1623400.0
Decision Tree,threshold_grid,0.81,0.4,0.04,0.8730425055928411,0.703125,0.6302521008403361,0.6646971935007385,0.883522521517342,1336,95,132,225,1540800.0,64936.0,1605736.0,898.062639821029,0.6,2568000.0,1623400.0
Decision Tree,threshold_grid,0.82,0.4,0.04,0.8730425055928411,0.703125,0.6302521008403361,0.6646971935007385,0.883522521517342,1336,95,132,225,1540800.0,64936.0,1605736.0,898.062639821029,0.6,2568000.0,1623400.0
Decision Tree,threshold_grid,0.83,0.4,0.04,0.8730425055928411,0.703125,0.6302521008403361,0.6646971935007385,0.883522521517342,1336,95,132,225,1540800.0,64936.0,1605736.0,898.062639821029,0.6,2568000.0,1623400.0
Decision Tree,threshold_grid,0.84,0.4,0.04,0.8730425055928411,0.703125,0.6302521008403361,0.6646971935007385,0.883522521517342,1336,95,132,225,1540800.0,64936.0,1605736.0,898.062639821029,0.6,2568000.0,1623400.0
Decision Tree,threshold_grid,0.85,0.4,0.04,0.8730425055928411,0.703125,0.6302521008403361,0.6646971935007385,0.883522521517342,1336,95,132,225,1540800.0,64936.0,1605736.0,898.062639821029,0.6,2568000.0,1623400.0
Decision Tree,threshold_grid,0.86,0.4,0.04,0.8730425055928411,0.703125,0.6302521008403361,0.6646971935007385,0.883522521517342,1336,95,132,225,1540800.0,64936.0,1605736.0,898.062639821029,0.6,2568000.0,1623400.0
Decision Tree,threshold_grid,0.87,0.4,0.04,0.8730425055928411,0.703125,0.6302521008403361,0.6646971935007385,0.883522521517342,1336,95,132,225,1540800.0,64936.0,1605736.0,898.062639821029,0.6,2568000.0,1623400.0
Decision Tree,threshold_grid,0.88,0.4,0.04,0.860178970917226,0.8128654970760234,0.38935574229691877,0.5265151515151515,0.883522521517342,1399,32,218,139,2306880.0,22024.0,2328904.0,1302.5190156599554,0.6,3844800.0,550600.0
Decision Tree,threshold_grid,0.89,0.4,0.04,0.860738255033557,0.8176470588235294,0.38935574229691877,0.5275142314990512,0.883522521517342,1400,31,218,139,2306880.0,21272.0,2328152.0,1302.0984340044743,0.6,3844800.0,531800.0
Decision Tree,threshold_grid,0.9,0.4,0.04,0.860738255033557,0.8176470588235294,0.38935574229691877,0.5275142314990512,0.883522521517342,1400,31,218,139,2306880.0,21272.0,2328152.0,1302.0984340044743,0.6,3844800.0,531800.0
Decision Tree,threshold_grid,0.91,0.4,0.04,0.860738255033557,0.8176470588235294,0.38935574229691877,0.5275142314990512,0.883522521517342,1400,31,218,139,2306880.0,21272.0,2328152.0,1302.0984340044743,0.6,3844800.0,531800.0
Decision Tree,threshold_grid,0.92,0.4,0.04,0.860738255033557,0.8176470588235294,0.38935574229691877,0.5275142314990512,0.883522521517342,1400,31,218,139,2306880.0,21272.0,2328152.0,1302.0984340044743,0.6,3844800.0,531800.0
Decision Tree,threshold_grid,0.93,0.4,0.04,0.860738255033557,0.8176470588235294,0.38935574229691877,0.5275142314990512,0.883522521517342,1400,31,218,139,2306880.0,21272.0,2328152.0,1302.0984340044743,0.6,3844800.0,531800.0
Decision Tree,threshold_grid,0.94,0.4,0.04,0.860738255033557,0.8176470588235294,0.38935574229691877,0.5275142314990512,0.883522521517342,1400,31,218,139,2306880.0,21272.0,2328152.0,1302.0984340044743,0.6,3844800.0,531800.0
Decision Tree,threshold_grid,0.95,0.4,0.04,0.8115212527964206,0.8333333333333334,0.0700280112044818,0.12919896640826872,0.883522521517342,1426,5,332,25,3515100.0,2584.0,3517684.0,1967.384787472036,0.6,5858500.0,64600.0
Decision Tree,threshold_grid,0.96,0.4,0.04,0.8115212527964206,0.8333333333333334,0.0700280112044818,0.12919896640826872,0.883522521517342,1426,5,332,25,3515100.0,2584.0,3517684.0,1967.384787472036,0.6,5858500.0,64600.0
Decision Tree,threshold_grid,0.97,0.4,0.04,0.8115212527964206,0.8333333333333334,0.0700280112044818,0.12919896640826872,0.883522521517342,1426,5,332,25,3515100.0,2584.0,3517684.0,1967.384787472036,0.6,5858500.0,64600.0
Decision Tree,threshold_grid,0.98,0.4,0.04,0.8003355704697986,0.0,0.0,0.0,0.883522521517342,1431,0,357,0,3862020.0,0.0,3862020.0,2159.9664429530203,0.6,6436700.0,0.0
Decision Tree,threshold_grid,0.99,0.4,0.04,0.8003355704697986,0.0,0.0,0.0,0.883522521517342,1431,0,357,0,3862020.0,0.0,3862020.0,2159.9664429530203,0.6,6436700.0,0.0
Random Forest,threshold_grid,0.01,0.4,0.04,0.32158836689038034,0.22704081632653061,0.9971988795518207,0.36987012987012985,0.9554247974521745,219,1212,1,356,13920.0,913792.0,927712.0,518.8545861297539,0.6,23200.0,22844800.0
Random Forest,threshold_grid,0.02,0.4,0.04,0.44798657718120805,0.26527570789865873,0.9971988795518207,0.4190700412007063,0.9554247974521745,445,986,1,356,13920.0,727316.0,741236.0,414.5615212527964,0.6,23200.0,18182900.0
Random Forest,threshold_grid,0.03,0.4,0.04,0.5357941834451901,0.30042194092827,0.9971988795518207,0.46173800259403375,0.9554247974521745,602,829,1,356,13920.0,607136.0,621056.0,347.3467561521253,0.6,23200.0,15178400.0
Random Forest,threshold_grid,0.04,0.4,0.04,0.610738255033557,0.33872502378686964,0.9971988795518207,0.5056818181818182,0.9554247974521745,736,695,1,356,13920.0,496012.0,509932.0,285.19686800894857,0.6,23200.0,12400300.0
Random Forest,threshold_grid,0.05,0.4,0.04,0.662751677852349,0.37160751565762007,0.9971988795518207,0.5414448669201521,0.9554247974521745,829,602,1,356,13920.0,427264.0,441184.0,246.74720357941834,0.6,23200.0,10681600.0
Random Forest,threshold_grid,0.06,0.4,0.04,0.7013422818791947,0.40044994375703036,0.9971988795518207,0.5714285714285714,0.9554247974521745,898,533,1,356,13920.0,371872.0,385792.0,215.76733780760625,0.6,23200.0,9296800.0
Random Forest,threshold_grid,0.07,0.4,0.04,0.7343400447427293,0.428743961352657,0.9943977591036415,0.5991561181434599,0.9554247974521745,958,473,2,355,27540.0,330308.0,357848.0,200.1387024608501,0.6,45900.0,8257700.0
Random Forest,threshold_grid,0.08,0.4,0.04,0.7639821029082774,0.4578469520103761,0.988795518207283,0.625886524822695,0.9554247974521745,1013,418,4,353,54000.0,292560.0,346560.0,193.8255033557047,0.6,90000.0,7314000.0
Random Forest,threshold_grid,0.09,0.4,0.04,0.7813199105145414,0.4768392370572207,0.9803921568627451,0.6416131989000916,0.9554247974521745,1047,384,7,350,89700.0,268996.0,358696.0,200.61297539149888,0.6,149500.0,6724900.0
Random Forest,threshold_grid,0.1,0.4,0.04,0.7980984340044742,0.49714285714285716,0.9747899159663865,0.6584673604541155,0.9554247974521745,1079,352,9,348,123000.0,242568.0,365568.0,204.45637583892616,0.6,205000.0,6064200.0
Random Forest,threshold_grid,0.11,0.4,0.04,0.8182326621923938,0.5242424242424243,0.969187675070028,0.6804326450344149,0.9554247974521745,1117,314,11,346,138060.0,214580.0,352640.0,197.22595078299776,0.6,230100.0,5364500.0
Random Forest,threshold_grid,0.12,0.4,0.04,0.8333333333333334,0.5472,0.957983193277311,0.6965376782077393,0.9554247974521745,1148,283,15,342,178680.0,190896.0,369576.0,206.6979865771812,0.6,297800.0,4772400.0
Random Forest,threshold_grid,0.13,0.4,0.04,0.8450782997762863,0.5662251655629139,0.957983193277311,0.7117585848074922,0.9554247974521745,1169,262,15,342,178680.0,175436.0,354116.0,198.05145413870247,0.6,297800.0,4385900.0
Random Forest,threshold_grid,0.14,0.4,0.04,0.8557046979865772,0.5851979345955249,0.9523809523809523,0.7249466950959488,0.9554247974521745,1190,241,17,340,208020.0,164816.0,372836.0,208.52125279642058,0.6,346700.0,4120400.0
Random Forest,threshold_grid,0.15,0.4,0.04,0.8629753914988815,0.598939929328622,0.9495798319327731,0.7345612134344529,0.9554247974521745,1204,227,18,339,213600.0,153680.0,367280.0,205.413870246085,0.6,356000.0,3842000.0
Random Forest,threshold_grid,0.16,0.4,0.04,0.8685682326621924,0.6097122302158273,0.9495798319327731,0.7426067907995619,0.9554247974521745,1214,217,18,339,213600.0,148420.0,362020.0,202.47203579418345,0.6,356000.0,3710500.0
Random Forest,threshold_grid,0.17,0.4,0.04,0.8741610738255033,0.6213235294117647,0.9467787114845938,0.7502774694783574,0.9554247974521745,1225,206,19,338,221520.0,141628.0,363148.0,203.10290827740494,0.6,369200.0,3540700.0
Random Forest,threshold_grid,0.18,0.4,0.04,0.8769574944071589,0.62756052141527,0.9439775910364145,0.7539149888143176,0.9554247974521745,1231,200,20,337,233520.0,137428.0,370948.0,207.46532438478746,0.6,389200.0,3435700.0
Random Forest,threshold_grid,0.19,0.4,0.04,0.8859060402684564,0.6468330134357005,0.9439775910364145,0.7676537585421412,0.9554247974521745,1247,184,20,337,233520.0,128124.0,361644.0,202.26174496644296,0.6,389200.0,3203100.0
Random Forest,threshold_grid,0.2,0.4,0.04,0.8909395973154363,0.658203125,0.9439775910364145,0.7756041426927502,0.9554247974521745,1256,175,20,337,233520.0,122108.0,355628.0,198.89709172259506,0.6,389200.0,3052700.0
Random Forest,threshold_grid,0.21,0.4,0.04,0.8937360178970917,0.6646942800788954,0.9439775910364145,0.7800925925925926,0.9554247974521745,1261,170,20,337,233520.0,118964.0,352484.0,197.1387024608501,0.6,389200.0,2974100.0
Random Forest,threshold_grid,0.22,0.4,0.04,0.8959731543624161,0.6741344195519349,0.927170868347339,0.7806603773584906,0.9554247974521745,1271,160,26,331,310980.0,110128.0,421108.0,235.51901565995524,0.6,518300.0,2753200.0
Random Forest,threshold_grid,0.23,0.4,0.04,0.8937360178970917,0.6728778467908902,0.9103641456582633,0.7738095238095238,0.9554247974521745,1273,158,32,325,353460.0,109296.0,462756.0,258.81208053691273,0.6,589100.0,2732400.0
Random Forest,threshold_grid,0.24,0.4,0.04,0.895413870246085,0.6800847457627118,0.8991596638655462,0.7744270205066345,0.9554247974521745,1280,151,36,321,402900.0,104640.0,507540.0,283.8590604026846,0.6,671500.0,2616000.0
Random Forest,threshold_grid,0.25,0.4,0.04,0.8948545861297539,0.6825053995680346,0.8851540616246498,0.7707317073170732,0.9554247974521745,1284,147,41,316,484860.0,101712.0,586572.0,328.06040268456377,0.6,808100.0,2542800.0
Random Forest,threshold_grid,0.26,0.4,0.04,0.8965324384787472,0.6894273127753304,0.876750700280112,0.7718865598027127,0.9554247974521745,1290,141,44,313,506760.0,96788.0,603548.0,337.55480984340045,0.6,844600.0,2419700.0
Random Forest,threshold_grid,0.27,0.4,0.04,0.8976510067114094,0.6924778761061947,0.876750700280112,0.7737948084054388,0.9554247974521745,1292,139,44,313,506760.0,95736.0,602496.0,336.96644295302013,0.6,844600.0,2393400.0
Random Forest,threshold_grid,0.28,0.4,0.04,0.9004474272930649,0.7020316027088036,0.8711484593837535,0.7775,0.9554247974521745,1299,132,46,311,520620.0,86648.0,607268.0,339.6353467561521,0.6,867700.0,2166200.0
Random Forest,threshold_grid,0.29,0.4,0.04,0.901565995525727,0.7080459770114943,0.8627450980392157,0.7777777777777778,0.9554247974521745,1304,127,49,308,568200.0,84256.0,652456.0,364.9082774049217,0.6,947000.0,2106400.0
Random Forest,threshold_grid,0.3,0.4,0.04,0.9021252796420581,0.7126168224299065,0.8543417366946778,0.7770700636942676,0.9554247974521745,1308,123,52,305,601140.0,82592.0,683732.0,382.40044742729305,0.6,1001900.0,2064800.0
Random Forest,threshold_grid,0.31,0.4,0.04,0.9038031319910514,0.7197149643705463,0.8487394957983193,0.7789203084832905,0.9554247974521745,1313,118,54,303,619140.0,78352.0,697492.0,390.096196868009,0.6,1031900.0,1958800.0
Random Forest,threshold_grid,0.32,0.4,0.04,0.9043624161073825,0.7235576923076923,0.8431372549019608,0.7787839586028461,0.9554247974521745,1316,115,56,301,630000.0,76124.0,706124.0,394.92393736017897,0.6,1050000.0,1903100.0
Random Forest,threshold_grid,0.33,0.4,0.04,0.9043624161073825,0.7257281553398058,0.8375350140056023,0.7776332899869961,0.9554247974521745,1318,113,58,299,640500.0,74724.0,715224.0,400.0134228187919,0.6,1067500.0,1868100.0
Random Forest,threshold_grid,0.34,0.4,0.04,0.9077181208053692,0.7364532019704434,0.8375350140056023,0.783748361730013,0.9554247974521745,1324,107,58,299,640500.0,70344.0,710844.0,397.56375838926175,0.6,1067500.0,1758600.0
Random Forest,threshold_grid,0.35,0.4,0.04,0.9054809843400448,0.735,0.8235294117647058,0.7767503302509907,0.9554247974521745,1325,106,63,294,693420.0,70060.0,763480.0,427.00223713646534,0.6,1155700.0,1751500.0
Random Forest,threshold_grid,0.36,0.4,0.04,0.9043624161073825,0.7372448979591837,0.8095238095238095,0.7716955941255007,0.9554247974521745,1328,103,68,289,771840.0,68156.0,839996.0,469.79642058165547,0.6,1286400.0,1703900.0
Random Forest,threshold_grid,0.37,0.4,0.04,0.9038031319910514,0.741514360313316,0.7955182072829131,0.7675675675675676,0.9554247974521745,1332,99,73,284,804600.0,65444.0,870044.0,486.60178970917224,0.6,1341000.0,1636100.0
Random Forest,threshold_grid,0.38,0.4,0.04,0.9032438478747203,0.7446808510638298,0.7843137254901961,0.7639836289222374,0.9554247974521745,1335,96,77,280,879840.0,63944.0,943784.0,527.8434004474273,0.6,1466400.0,1598600.0
Random Forest,threshold_grid,0.39,0.4,0.04,0.9004474272930649,0.7438692098092643,0.7647058823529411,0.7541436464088398,0.9554247974521745,1337,94,84,273,979500.0,62564.0,1042064.0,582.8098434004474,0.6,1632500.0,1564100.0
Random Forest,threshold_grid,0.4,0.4,0.04,0.901565995525727,0.7549295774647887,0.7507002801120448,0.7528089887640449,0.9554247974521745,1344,87,89,268,1082100.0,59308.0,1141408.0,638.3713646532439,0.6,1803500.0,1482700.0
Random Forest,threshold_grid,0.41,0.4,0.04,0.9021252796420581,0.76,0.7450980392156863,0.7524752475247525,0.9554247974521745,1347,84,91,266,1102500.0,56908.0,1159408.0,648.4384787472036,0.6,1837500.0,1422700.0
Random Forest,threshold_grid,0.42,0.4,0.04,0.9026845637583892,0.7636887608069164,0.742296918767507,0.7528409090909091,0.9554247974521745,1349,82,92,265,1123500.0,54912.0,1178412.0,659.0671140939597,0.6,1872500.0,1372800.0
Random Forest,threshold_grid,0.43,0.4,0.04,0.9010067114093959,0.7631578947368421,0.7310924369747899,0.7467811158798283,0.9554247974521745,1350,81,96,261,1154460.0,54104.0,1208564.0,675.930648769575,0.6,1924100.0,1352600.0
Random Forest,threshold_grid,0.44,0.4,0.04,0.901565995525727,0.7653958944281525,0.7310924369747899,0.7478510028653295,0.9554247974521745,1351,80,96,261,1154460.0,53664.0,1208124.0,675.6845637583892,0.6,1924100.0,1341600.0
Random Forest,threshold_grid,0.45,0.4,0.04,0.901565995525727,0.7717717717717718,0.7198879551820728,0.744927536231884,0.9554247974521745,1355,76,100,257,1219440.0,50600.0,1270040.0,710.3131991051454,0.6,2032400.0,1265000.0
Random Forest,threshold_grid,0.46,0.4,0.04,0.9010067114093959,0.7727272727272727,0.7142857142857143,0.74235807860262,0.9554247974521745,1356,75,102,255,1230840.0,50392.0,1281232.0,716.572706935123,0.6,2051400.0,1259800.0
Random Forest,threshold_grid,0.47,0.4,0.04,0.8993288590604027,0.7723076923076924,0.7030812324929971,0.7360703812316716,0.9554247974521745,1357,74,106,251,1281540.0,49552.0,1331092.0,744.4586129753915,0.6,2135900.0,1238800.0
Random Forest,threshold_grid,0.48,0.4,0.04,0.8987695749440716,0.7732919254658385,0.6974789915966386,0.7334315169366715,0.9554247974521745,1358,73,108,249,1300800.0,47272.0,1348072.0,753.9552572706936,0.6,2168000.0,1181800.0
Random Forest,threshold_grid,0.49,0.4,0.04,0.8987695749440716,0.775,0.6946778711484594,0.7326440177252584,0.9554247974521745,1359,72,109,248,1304340.0,46632.0,1350972.0,755.5771812080537,0.6,2173900.0,1165800.0
Random Forest,threshold_grid,0.5,0.4,0.04,0.8993288590604027,0.7827476038338658,0.6862745098039216,0.7313432835820896,0.9554247974521745,1363,68,112,245,1355880.0,44888.0,1400768.0,783.427293064877,0.6,2259800.0,1122200.0
Random Forest,threshold_grid,0.51,0.4,0.04,0.8987695749440716,0.7838709677419354,0.680672268907563,0.7286356821589205,0.9554247974521745,1364,67,114,243,1378620.0,43912.0,1422532.0,795.5995525727069,0.6,2297700.0,1097800.0
Random Forest,threshold_grid,0.52,0.4,0.04,0.8982102908277405,0.7868852459016393,0.6722689075630253,0.7250755287009063,0.9554247974521745,1366,65,117,240,1469100.0,42948.0,1512048.0,845.6644295302013,0.6,2448500.0,1073700.0
Random Forest,threshold_grid,0.53,0.4,0.04,0.8965324384787472,0.7866666666666666,0.6610644257703081,0.7184170471841704,0.9554247974521745,1367,64,121,236,1519980.0,42228.0,1562208.0,873.7181208053692,0.6,2533300.0,1055700.0
Random Forest,threshold_grid,0.54,0.4,0.04,0.8970917225950783,0.7892976588628763,0.6610644257703081,0.7195121951219512,0.9554247974521745,1368,63,121,236,1519980.0,41748.0,1561728.0,873.4496644295302,0.6,2533300.0,1043700.0
Random Forest,threshold_grid,0.55,0.4,0.04,0.8970917225950783,0.7993079584775087,0.6470588235294118,0.7151702786377709,0.9554247974521745,1373,58,126,231,1568160.0,38712.0,1606872.0,898.6979865771812,0.6,2613600.0,967800.0
Random Forest,threshold_grid,0.56,0.4,0.04,0.8976510067114094,0.8041958041958042,0.6442577030812325,0.7153965785381027,0.9554247974521745,1375,56,127,230,1575840.0,35988.0,1611828.0,901.4697986577181,0.6,2626400.0,899700.0
Random Forest,threshold_grid,0.57,0.4,0.04,0.8970917225950783,0.8078291814946619,0.6358543417366946,0.7115987460815048,0.9554247974521745,1377,54,130,227,1613520.0,35020.0,1648540.0,922.0022371364653,0.6,2689200.0,875500.0
Random Forest,threshold_grid,0.58,0.4,0.04,0.8959731543624161,0.8109090909090909,0.6246498599439776,0.7056962025316456,0.9554247974521745,1379,52,134,223,1662480.0,33568.0,1696048.0,948.572706935123,0.6,2770800.0,839200.0
Random Forest,threshold_grid,0.59,0.4,0.04,0.8959731543624161,0.8202247191011236,0.6134453781512605,0.7019230769230769,0.9554247974521745,1383,48,138,219,1715520.0,30344.0,1745864.0,976.4340044742729,0.6,2859200.0,758600.0
Random Forest,threshold_grid,0.6,0.4,0.04,0.8959731543624161,0.8301158301158301,0.6022408963585434,0.698051948051948,0.9554247974521745,1387,44,142,215,1761060.0,27868.0,1788928.0,1000.5190156599552,0.6,2935100.0,696700.0
Random Forest,threshold_grid,0.61,0.4,0.04,0.8931767337807607,0.8267716535433071,0.5882352941176471,0.6873977086743044,0.9554247974521745,1387,44,147,210,1827720.0,27868.0,1855588.0,1037.8008948545862,0.6,3046200.0,696700.0
Random Forest,threshold_grid,0.62,0.4,0.04,0.8937360178970917,0.8408163265306122,0.5770308123249299,0.6843853820598007,0.9554247974521745,1392,39,151,206,1858860.0,24124.0,1882984.0,1053.1230425055928,0.6,3098100.0,603100.0
Random Forest,threshold_grid,0.63,0.4,0.04,0.8914988814317674,0.8410041841004184,0.5630252100840336,0.674496644295302,0.9554247974521745,1393,38,156,201,1899600.0,23204.0,1922804.0,1075.393736017897,0.6,3166000.0,580100.0
Random Forest,threshold_grid,0.64,0.4,0.04,0.8903803131991052,0.8425531914893617,0.5546218487394958,0.668918918918919,0.9554247974521745,1394,37,159,198,1923720.0,22604.0,1946324.0,1088.5480984340045,0.6,3206200.0,565100.0
Random Forest,threshold_grid,0.65,0.4,0.04,0.889261744966443,0.8441558441558441,0.5462184873949579,0.6632653061224489,0.9554247974521745,1395,36,162,195,1960920.0,22404.0,1983324.0,1109.241610738255,0.6,3268200.0,560100.0
Random Forest,threshold_grid,0.66,0.4,0.04,0.8859060402684564,0.8493150684931506,0.5210084033613446,0.6458333333333334,0.9554247974521745,1398,33,171,186,2022720.0,19856.0,2042576.0,1142.380313199105,0.6,3371200.0,496400.0
Random Forest,threshold_grid,0.67,0.4,0.04,0.8831096196868009,0.8490566037735849,0.5042016806722689,0.632688927943761,0.9554247974521745,1399,32,177,180,2108820.0,19056.0,2127876.0,1190.0872483221476,0.6,3514700.0,476400.0
