model,threshold_type,threshold,recovery_rate,interest_rate,accuracy,precision_BAD_1,recall_BAD_1,f1_BAD_1,roc_auc,true_negatives,false_positives,false_negatives,true_positives,false_negative_loss,false_positive_loss,total_expected_loss,average_expected_loss,loss_given_default,false_negative_loan_value,false_positive_loan_value
Logistic Regression,threshold_grid,0.32,0.4,0.04,0.8674496644295302,0.6530612244897959,0.7170868347338936,0.6835781041388518,0.8903041300377594,1295,136,101,256,1365420.0,91468.0,1456888.0,814.8143176733781,0.6,2275700.0,2286700.0
Logistic Regression,threshold_grid,0.33,0.4,0.04,0.8680089485458613,0.6571428571428571,0.7086834733893558,0.6819407008086253,0.8903041300377594,1299,132,104,253,1381920.0,88632.0,1470552.0,822.4563758389262,0.6,2303200.0,2215800.0
Logistic Regression,threshold_grid,0.34,0.4,0.04,0.8713646532438478,0.6684350132625995,0.7058823529411765,0.6866485013623979,0.8903041300377594,1306,125,105,252,1390320.0,83992.0,1474312.0,824.5592841163311,0.6,2317200.0,2099800.0
Logistic Regression,threshold_grid,0.35,0.4,0.04,0.8719239373601789,0.6720430107526881,0.7002801120448179,0.6858710562414266,0.8903041300377594,1309,122,107,250,1441500.0,81552.0,1523052.0,851.8187919463087,0.6,2402500.0,2038800.0
Logistic Regression,threshold_grid,0.36,0.4,0.04,0.8730425055928411,0.6785714285714286,0.6918767507002801,0.6851595006934813,0.8903041300377594,1314,117,110,247,1484160.0,78732.0,1562892.0,874.1006711409397,0.6,2473600.0,1968300.0
Logistic Regression,threshold_grid,0.37,0.4,0.04,0.8736017897091722,0.6855524079320113,0.6778711484593838,0.6816901408450704,0.8903041300377594,1320,111,115,242,1552740.0,75680.0,1628420.0,910.7494407158837,0.6,2587900.0,1892000.0
Logistic Regression,threshold_grid,0.38,0.4,0.04,0.8758389261744967,0.6956521739130435,0.6722689075630253,0.6837606837606838,0.8903041300377594,1326,105,117,240,1588740.0,71528.0,1660268.0,928.5615212527964,0.6,2647900.0,1788200.0
Logistic Regression,threshold_grid,0.39,0.4,0.04,0.87751677852349,0.7053571428571429,0.6638655462184874,0.683982683982684,0.8903041300377594,1332,99,120,237,1626960.0,67880.0,1694840.0,947.8970917225951,0.6,2711600.0,1697000.0
Logistic Regression,threshold_grid,0.4,0.4,0.04,0.8791946308724832,0.7142857142857143,0.6582633053221288,0.685131195335277,0.8903041300377594,1337,94,122,235,1639440.0,60680.0,1700120.0,950.8501118568232,0.6,2732400.0,1517000.0
Logistic Regression,threshold_grid,0.41,0.4,0.04,0.8797539149888143,0.7204968944099379,0.6498599439775911,0.6833578792341679,0.8903041300377594,1341,90,125,232,1670760.0,58680.0,1729440.0,967.248322147651,0.6,2784600.0,1467000.0
Logistic Regression,threshold_grid,0.42,0.4,0.04,0.8791946308724832,0.719626168224299,0.6470588235294118,0.6814159292035398,0.8903041300377594,1341,90,126,231,1700760.0,58680.0,1759440.0,984.0268456375838,0.6,2834600.0,1467000.0
Logistic Regression,threshold_grid,0.43,0.4,0.04,0.8819910514541387,0.7310126582278481,0.6470588235294118,0.6864784546805349,0.8903041300377594,1346,85,126,231,1700760.0,55864.0,1756624.0,982.4519015659955,0.6,2834600.0,1396600.0
Logistic Regression,threshold_grid,0.44,0.4,0.04,0.8819910514541387,0.7339743589743589,0.6414565826330533,0.6846038863976084,0.8903041300377594,1348,83,128,229,1709760.0,54240.0,1764000.0,986.5771812080537,0.6,2849600.0,1356000.0
Logistic Regression,threshold_grid,0.45,0.4,0.04,0.8814317673378076,0.7361563517915309,0.6330532212885154,0.6807228915662651,0.8903041300377594,1350,81,131,226,1742580.0,52496.0,1795076.0,1003.9574944071588,0.6,2904300.0,1312400.0
Logistic Regression,threshold_grid,0.46,0.4,0.04,0.8808724832214765,0.7384105960264901,0.6246498599439776,0.6767830045523521,0.8903041300377594,1352,79,134,223,1761420.0,50448.0,1811868.0,1013.3489932885906,0.6,2935700.0,1261200.0
Logistic Regression,threshold_grid,0.47,0.4,0.04,0.8808724832214765,0.74,0.6218487394957983,0.6757990867579908,0.8903041300377594,1353,78,135,222,1767540.0,50048.0,1817588.0,1016.5480984340045,0.6,2945900.0,1251200.0
Logistic Regression,threshold_grid,0.48,0.4,0.04,0.8803131991051454,0.7440273037542662,0.6106442577030813,0.6707692307692308,0.8903041300377594,1356,75,139,218,1798500.0,48148.0,1846648.0,1032.8008948545862,0.6,2997500.0,1203700.0
Logistic Regression,threshold_grid,0.49,0.4,0.04,0.8808724832214765,0.7553191489361702,0.5966386554621849,0.6666666666666666,0.8903041300377594,1362,69,144,213,1852800.0,41896.0,1894696.0,1059.6733780760626,0.6,3088000.0,1047400.0
Logistic Regression,threshold_grid,0.5,0.4,0.04,0.8814317673378076,0.7598566308243727,0.5938375350140056,0.6666666666666666,0.8903041300377594,1364,67,145,212,1855800.0,40980.0,1896780.0,1060.8389261744967,0.6,3093000.0,1024500.0
Logistic Regression,threshold_grid,0.51,0.4,0.04,0.8814317673378076,0.7636363636363637,0.5882352941176471,0.6645569620253164,0.8903041300377594,1366,65,147,210,1872300.0,38416.0,1910716.0,1068.6331096196868,0.6,3120500.0,960400.0
Logistic Regression,threshold_grid,0.52,0.4,0.04,0.8808724832214765,0.7647058823529411,0.5826330532212886,0.6613672496025437,0.8903041300377594,1367,64,149,208,1885800.0,36712.0,1922512.0,1075.2304250559284,0.6,3143000.0,917800.0
Logistic Regression,threshold_grid,0.53,0.4,0.04,0.8819910514541387,0.7703703703703704,0.5826330532212886,0.6634768740031898,0.8903041300377594,1369,62,149,208,1885800.0,35260.0,1921060.0,1074.4183445190156,0.6,3143000.0,881500.0
Logistic Regression,threshold_grid,0.54,0.4,0.04,0.8819910514541387,0.7786259541984732,0.5714285714285714,0.6591276252019386,0.8903041300377594,1373,58,153,204,1914240.0,33208.0,1947448.0,1089.1767337807605,0.6,3190400.0,830200.0
Logistic Regression,threshold_grid,0.55,0.4,0.04,0.8819910514541387,0.7874015748031497,0.5602240896358543,0.6546644844517185,0.8903041300377594,1377,54,157,200,1958940.0,31068.0,1990008.0,1112.979865771812,0.6,3264900.0,776700.0
Logistic Regression,threshold_grid,0.56,0.4,0.04,0.8825503355704698,0.7905138339920948,0.5602240896358543,0.6557377049180327,0.8903041300377594,1378,53,157,200,1958940.0,30468.0,1989408.0,1112.6442953020135,0.6,3264900.0,761700.0
Logistic Regression,threshold_grid,0.57,0.4,0.04,0.8842281879194631,0.8048780487804879,0.5546218487394958,0.6567164179104478,0.8903041300377594,1383,48,159,198,1968240.0,27984.0,1996224.0,1116.456375838926,0.6,3280400.0,699600.0
Logistic Regression,threshold_grid,0.58,0.4,0.04,0.883668903803132,0.8117154811715481,0.5434173669467787,0.6510067114093959,0.8903041300377594,1386,45,163,194,2015760.0,25880.0,2041640.0,1141.8568232662192,0.6,3359600.0,647000.0
Logistic Regression,threshold_grid,0.59,0.4,0.04,0.8808724832214765,0.8103448275862069,0.5266106442577031,0.6383701188455009,0.8903041300377594,1387,44,169,188,2114280.0,25268.0,2139548.0,1196.615212527964,0.6,3523800.0,631700.0
Logistic Regression,threshold_grid,0.6,0.4,0.04,0.8797539149888143,0.8169642857142857,0.5126050420168067,0.6299483648881239,0.8903041300377594,1390,41,174,183,2154240.0,23820.0,2178060.0,1218.1543624161075,0.6,3590400.0,595500.0
Logistic Regression,threshold_grid,0.61,0.4,0.04,0.8769574944071589,0.8215962441314554,0.49019607843137253,0.6140350877192983,0.8903041300377594,1393,38,182,175,2214540.0,22636.0,2237176.0,1251.2170022371365,0.6,3690900.0,565900.0
Logistic Regression,threshold_grid,0.62,0.4,0.04,0.8752796420581656,0.8221153846153846,0.4789915966386555,0.6053097345132743,0.8903041300377594,1394,37,186,171,2242920.0,21660.0,2264580.0,1266.543624161074,0.6,3738200.0,541500.0
Logistic Regression,threshold_grid,0.63,0.4,0.04,0.8747203579418344,0.824390243902439,0.4733893557422969,0.6014234875444839,0.8903041300377594,1395,36,188,169,2262660.0,20860.0,2283520.0,1277.1364653243847,0.6,3771100.0,521500.0
Logistic Regression,threshold_grid,0.64,0.4,0.04,0.8741610738255033,0.8333333333333334,0.46218487394957986,0.5945945945945946,0.8903041300377594,1398,33,192,165,2283480.0,20240.0,2303720.0,1288.434004474273,0.6,3805800.0,506000.0
Logistic Regression,threshold_grid,0.65,0.4,0.04,0.8747203579418344,0.844559585492228,0.4565826330532213,0.5927272727272728,0.8903041300377594,1401,30,194,163,2292420.0,17708.0,2310128.0,1292.0178970917225,0.6,3820700.0,442700.0
Logistic Regression,threshold_grid,0.66,0.4,0.04,0.8741610738255033,0.8473684210526315,0.45098039215686275,0.5886654478976234,0.8903041300377594,1402,29,196,161,2332440.0,17136.0,2349576.0,1314.0805369127518,0.6,3887400.0,428400.0
Logistic Regression,threshold_grid,0.67,0.4,0.04,0.87248322147651,0.8524590163934426,0.4369747899159664,0.5777777777777777,0.8903041300377594,1404,27,201,156,2370300.0,16080.0,2386380.0,1334.6644295302012,0.6,3950500.0,402000.0
Logistic Regression,threshold_grid,0.68,0.4,0.04,0.87248322147651,0.856353591160221,0.4341736694677871,0.5762081784386617,0.8903041300377594,1405,26,202,155,2379720.0,15600.0,2395320.0,1339.6644295302012,0.6,3966200.0,390000.0
Logistic Regression,threshold_grid,0.69,0.4,0.04,0.87248322147651,0.8685714285714285,0.4257703081232493,0.5714285714285714,0.8903041300377594,1408,23,205,152,2395080.0,14000.0,2409080.0,1347.3601789709173,0.6,3991800.0,350000.0
Logistic Regression,threshold_grid,0.7,0.4,0.04,0.8736017897091722,0.8875739644970414,0.42016806722689076,0.5703422053231939,0.8903041300377594,1412,19,207,150,2404860.0,11868.0,2416728.0,1351.6375838926174,0.6,4008100.0,296700.0
Logistic Regression,threshold_grid,0.71,0.4,0.04,0.8713646532438478,0.8848484848484849,0.40896358543417366,0.5593869731800766,0.8903041300377594,1412,19,211,146,2447580.0,11868.0,2459448.0,1375.5302013422818,0.6,4079300.0,296700.0
Logistic Regression,threshold_grid,0.72,0.4,0.04,0.8696868008948546,0.8875,0.39775910364145656,0.5493230174081238,0.8903041300377594,1413,18,215,142,2483280.0,11576.0,2494856.0,1395.3333333333333,0.6,4138800.0,289400.0
Logistic Regression,threshold_grid,0.73,0.4,0.04,0.866331096196868,0.8933333333333333,0.3753501400560224,0.5285996055226825,0.8903041300377594,1415,16,223,134,2584320.0,11056.0,2595376.0,1451.552572706935,0.6,4307200.0,276400.0
Logistic Regression,threshold_grid,0.74,0.4,0.04,0.8657718120805369,0.8979591836734694,0.3697478991596639,0.5238095238095238,0.8903041300377594,1416,15,225,132,2603040.0,10572.0,2613612.0,1461.751677852349,0.6,4338400.0,264300.0
Logistic Regression,threshold_grid,0.75,0.4,0.04,0.8646532438478747,0.896551724137931,0.3641456582633053,0.5179282868525896,0.8903041300377594,1416,15,227,130,2614860.0,10572.0,2625432.0,1468.3624161073826,0.6,4358100.0,264300.0
Logistic Regression,threshold_grid,0.76,0.4,0.04,0.8624161073825504,0.8936170212765957,0.35294117647058826,0.5060240963855421,0.8903041300377594,1416,15,231,126,2668860.0,10572.0,2679432.0,1498.5637583892617,0.6,4448100.0,264300.0
Logistic Regression,threshold_grid,0.77,0.4,0.04,0.8618568232662193,0.8985507246376812,0.3473389355742297,0.501010101010101,0.8903041300377594,1417,14,233,124,2681160.0,9976.0,2691136.0,1505.109619686801,0.6,4468600.0,249400.0
Logistic Regression,threshold_grid,0.78,0.4,0.04,0.860178970917226,0.9083969465648855,0.3333333333333333,0.48770491803278687,0.8903041300377594,1419,12,238,119,2721840.0,8036.0,2729876.0,1526.7762863534676,0.6,4536400.0,200900.0
Logistic Regression,threshold_grid,0.79,0.4,0.04,0.8579418344519015,0.905511811023622,0.32212885154061627,0.47520661157024796,0.8903041300377594,1419,12,242,115,2764620.0,8036.0,2772656.0,1550.702460850112,0.6,4607700.0,200900.0
Logistic Regression,threshold_grid,0.8,0.4,0.04,0.8573825503355704,0.9112903225806451,0.3165266106442577,0.4698544698544699,0.8903041300377594,1420,11,244,113,2778720.0,7236.0,2785956.0,1558.1409395973155,0.6,4631200.0,180900.0
Logistic Regression,threshold_grid,0.81,0.4,0.04,0.8562639821029083,0.9098360655737705,0.31092436974789917,0.46346555323590816,0.8903041300377594,1420,11,246,111,2789280.0,7236.0,2796516.0,1564.0469798657718,0.6,4648800.0,180900.0
Logistic Regression,threshold_grid,0.82,0.4,0.04,0.8568232662192393,0.9243697478991597,0.3081232492997199,0.46218487394957986,0.8903041300377594,1422,9,247,110,2795280.0,5808.0,2801088.0,1566.6040268456377,0.6,4658800.0,145200.0
Logistic Regression,threshold_grid,0.83,0.4,0.04,0.8568232662192393,0.9391304347826087,0.3025210084033613,0.4576271186440678,0.8903041300377594,1424,7,249,108,2810280.0,4408.0,2814688.0,1574.2102908277404,0.6,4683800.0,110200.0
Logistic Regression,threshold_grid,0.84,0.4,0.04,0.854586129753915,0.944954128440367,0.28851540616246496,0.44206008583690987,0.8903041300377594,1425,6,254,103,2833980.0,3628.0,2837608.0,1587.0290827740491,0.6,4723300.0,90700.0
Logistic Regression,threshold_grid,0.85,0.4,0.04,0.8540268456375839,0.9528301886792453,0.28291316526610644,0.43628509719222464,0.8903041300377594,1426,5,256,101,2856780.0,2828.0,2859608.0,1599.3333333333333,0.6,4761300.0,70700.0
Logistic Regression,threshold_grid,0.86,0.4,0.04,0.8512304250559284,0.9504950495049505,0.2689075630252101,0.4192139737991266,0.8903041300377594,1426,5,261,96,2911440.0,2828.0,2914268.0,1629.903803131991,0.6,4852400.0,70700.0
Logistic Regression,threshold_grid,0.87,0.4,0.04,0.8495525727069351,0.9489795918367347,0.2605042016806723,0.4087912087912088,0.8903041300377594,1426,5,264,93,2944440.0,2828.0,2947268.0,1648.3601789709173,0.6,4907400.0,70700.0
Logistic Regression,threshold_grid,0.88,0.4,0.04,0.8489932885906041,0.9484536082474226,0.25770308123249297,0.4052863436123348,0.8903041300377594,1426,5,265,92,2961300.0,2828.0,2964128.0,1657.7897091722596,0.6,4935500.0,70700.0
Logistic Regression,threshold_grid,0.89,0.4,0.04,0.8473154362416108,0.9468085106382979,0.24929971988795518,0.3946784922394678,0.8903041300377594,1426,5,268,89,2981460.0,2828.0,2984288.0,1669.0648769574943,0.6,4969100.0,70700.0
Logistic Regression,threshold_grid,0.9,0.4,0.04,0.8461968680089486,0.9555555555555556,0.24089635854341737,0.38478747203579416,0.8903041300377594,1427,4,271,86,2998020.0,2504.0,3000524.0,1678.145413870246,0.6,4996700.0,62600.0
Logistic Regression,threshold_grid,0.91,0.4,0.04,0.8445190156599552,0.9759036144578314,0.226890756302521,0.36818181818181817,0.8903041300377594,1429,2,276,81,3032040.0,1864.0,3033904.0,1696.8143176733781,0.6,5053400.0,46600.0
Logistic Regression,threshold_grid,0.92,0.4,0.04,0.8406040268456376,0.9736842105263158,0.20728291316526612,0.3418013856812933,0.8903041300377594,1429,2,283,74,3107820.0,1864.0,3109684.0,1739.1968680089485,0.6,5179700.0,46600.0
Logistic Regression,threshold_grid,0.93,0.4,0.04,0.8383668903803132,0.9722222222222222,0.19607843137254902,0.32634032634032634,0.8903041300377594,1429,2,287,70,3132120.0,1864.0,3133984.0,1752.7874720357943,0.6,5220200.0,46600.0
Logistic Regression,threshold_grid,0.94,0.4,0.04,0.8366890380313199,0.9710144927536232,0.1876750700280112,0.3145539906103286,0.8903041300377594,1429,2,290,67,3161940.0,1864.0,3163804.0,1769.4653243847874,0.6,5269900.0,46600.0
Logistic Regression,threshold_grid,0.95,0.4,0.04,0.8338926174496645,0.9838709677419355,0.17086834733893558,0.2911694510739857,0.8903041300377594,1430,1,296,61,3196080.0,1656.0,3197736.0,1788.4429530201342,0.6,5326800.0,41400.0
Logistic Regression,threshold_grid,0.96,0.4,0.04,0.8327740492170023,0.9833333333333333,0.16526610644257703,0.2829736211031175,0.8903041300377594,1430,1,298,59,3221640.0,1656.0,3223296.0,1802.7382550335572,0.6,5369400.0,41400.0
Logistic Regression,threshold_grid,0.97,0.4,0.04,0.8305369127516778,1.0,0.15126050420168066,0.26277372262773724,0.8903041300377594,1431,0,303,54,3254100.0,0.0,3254100.0,1819.96644295302,0.6,5423500.0,0.0
Logistic Regression,threshold_grid,0.98,0.4,0.04,0.825503355704698,1.0,0.12605042016806722,0.22388059701492538,0.8903041300377594,1431,0,312,45,3334800.0,0.0,3334800.0,1865.1006711409395,0.6,5558000.0,0.0
Logistic Regression,threshold_grid,0.99,0.4,0.04,0.8204697986577181,1.0,0.10084033613445378,0.183206106870229,0.8903041300377594,1431,0,321,36,3423660.0,0.0,3423660.0,1914.7986577181207,0.6,5706100.0,0.0
Decision Tree,threshold_grid,0.01,0.4,0.04,0.19966442953020133,0.19966442953020133,1.0,0.3328671328671329,0.883522521517342,0,1431,0,357,0.0,1090320.0,1090320.0,609.7986577181208,0.6,0.0,27258000.0
Decision Tree,threshold_grid,0.02,0.4,0.04,0.19966442953020133,0.19966442953020133,1.0,0.3328671328671329,0.883522521517342,0,1431,0,357,0.0,1090320.0,1090320.0,609.7986577181208,0.6,0.0,27258000.0
Decision Tree,threshold_grid,0.03,0.4,0.04,0.2639821029082774,0.211665664461816,0.9859943977591037,0.3485148514851485,0.883522521517342,120,1311,5,352,34680.0,1031156.0,1065836.0,596.1051454138702,0.6,57800.0,25778900.0
Decision Tree,threshold_grid,0.04,0.4,0.04,0.2639821029082774,0.211665664461816,0.9859943977591037,0.3485148514851485,0.883522521517342,120,1311,5,352,34680.0,1031156.0,1065836.0,596.1051454138702,0.6,57800.0,25778900.0
Decision Tree,threshold_grid,0.05,0.4,0.04,0.2639821029082774,0.211665664461816,0.9859943977591037,0.3485148514851485,0.883522521517342,120,1311,5,352,34680.0,1031156.0,1065836.0,596.1051454138702,0.6,57800.0,25778900.0
Decision Tree,threshold_grid,0.06,0.4,0.04,0.2639821029082774,0.211665664461816,0.9859943977591037,0.3485148514851485,0.883522521517342,120,1311,5,352,34680.0,1031156.0,1065836.0,596.1051454138702,0.6,57800.0,25778900.0
Decision Tree,threshold_grid,0.07,0.4,0.04,0.28243847874720357,0.2156019656019656,0.9831932773109243,0.35365239294710327,0.883522521517342,154,1277,6,351,43500.0,1015300.0,1058800.0,592.1700223713647,0.6,72500.0,25382500.0
Decision Tree,threshold_grid,0.08,0.4,0.04,0.28243847874720357,0.2156019656019656,0.9831932773109243,0.35365239294710327,0.883522521517342,154,1277,6,351,43500.0,1015300.0,1058800.0,592.1700223713647,0.6,72500.0,25382500.0
Decision Tree,threshold_grid,0.09,0.4,0.04,0.28243847874720357,0.2156019656019656,0.9831932773109243,0.35365239294710327,0.883522521517342,154,1277,6,351,43500.0,1015300.0,1058800.0,592.1700223713647,0.6,72500.0,25382500.0
Decision Tree,threshold_grid,0.1,0.4,0.04,0.6012304250559284,0.32751937984496127,0.9467787114845938,0.4866810655147588,0.883522521517342,737,694,19,338,268080.0,550020.0,818100.0,457.5503355704698,0.6,446800.0,13750500.0
Decision Tree,threshold_grid,0.11,0.4,0.04,0.7220357941834452,0.41116751269035534,0.907563025210084,0.5659388646288209,0.883522521517342,967,464,33,324,521100.0,288916.0,810016.0,453.02908277404924,0.6,868500.0,7222900.0
Decision Tree,threshold_grid,0.12,0.4,0.04,0.7220357941834452,0.41116751269035534,0.907563025210084,0.5659388646288209,0.883522521517342,967,464,33,324,521100.0,288916.0,810016.0,453.02908277404924,0.6,868500.0,7222900.0
Decision Tree,threshold_grid,0.13,0.4,0.04,0.7220357941834452,0.41116751269035534,0.907563025210084,0.5659388646288209,0.883522521517342,967,464,33,324,521100.0,288916.0,810016.0,453.02908277404924,0.6,868500.0,7222900.0
Decision Tree,threshold_grid,0.14,0.4,0.04,0.7220357941834452,0.41116751269035534,0.907563025210084,0.5659388646288209,0.883522521517342,967,464,33,324,521100.0,288916.0,810016.0,453.02908277404924,0.6,868500.0,7222900.0
Decision Tree,threshold_grid,0.15,0.4,0.04,0.7220357941834452,0.41116751269035534,0.907563025210084,0.5659388646288209,0.883522521517342,967,464,33,324,521100.0,288916.0,810016.0,453.02908277404924,0.6,868500.0,7222900.0
Decision Tree,threshold_grid,0.16,0.4,0.04,0.7220357941834452,0.41116751269035534,0.907563025210084,0.5659388646288209,0.883522521517342,967,464,33,324,521100.0,288916.0,810016.0,453.02908277404924,0.6,868500.0,7222900.0
Decision Tree,threshold_grid,0.17,0.4,0.04,0.7220357941834452,0.41116751269035534,0.907563025210084,0.5659388646288209,0.883522521517342,967,464,33,324,521100.0,288916.0,810016.0,453.02908277404924,0.6,868500.0,7222900.0
Decision Tree,threshold_grid,0.18,0.4,0.04,0.7220357941834452,0.41116751269035534,0.907563025210084,0.5659388646288209,0.883522521517342,967,464,33,324,521100.0,288916.0,810016.0,453.02908277404924,0.6,868500.0,7222900.0
Decision Tree,threshold_grid,0.19,0.4,0.04,0.7220357941834452,0.41116751269035534,0.907563025210084,0.5659388646288209,0.883522521517342,967,464,33,324,521100.0,288916.0,810016.0,453.02908277404924,0.6,868500.0,7222900.0
Decision Tree,threshold_grid,0.2,0.4,0.04,0.7220357941834452,0.41116751269035534,0.907563025210084,0.5659388646288209,0.883522521517342,967,464,33,324,521100.0,288916.0,810016.0,453.02908277404924,0.6,868500.0,7222900.0
Decision Tree,threshold_grid,0.21,0.4,0.04,0.7220357941834452,0.41116751269035534,0.907563025210084,0.5659388646288209,0.883522521517342,967,464,33,324,521100.0,288916.0,810016.0,453.02908277404924,0.6,868500.0,7222900.0
Decision Tree,threshold_grid,0.22,0.4,0.04,0.7220357941834452,0.41116751269035534,0.907563025210084,0.5659388646288209,0.883522521517342,967,464,33,324,521100.0,288916.0,810016.0,453.02908277404924,0.6,868500.0,7222900.0
Decision Tree,threshold_grid,0.23,0.4,0.04,0.7220357941834452,0.41116751269035534,0.907563025210084,0.5659388646288209,0.883522521517342,967,464,33,324,521100.0,288916.0,810016.0,453.02908277404924,0.6,868500.0,7222900.0
Decision Tree,threshold_grid,0.24,0.4,0.04,0.7220357941834452,0.41116751269035534,0.907563025210084,0.5659388646288209,0.883522521517342,967,464,33,324,521100.0,288916.0,810016.0,453.02908277404924,0.6,868500.0,7222900.0
Decision Tree,threshold_grid,0.25,0.4,0.04,0.7220357941834452,0.41116751269035534,0.907563025210084,0.5659388646288209,0.883522521517342,967,464,33,324,521100.0,288916.0,810016.0,453.02908277404924,0.6,868500.0,7222900.0
Decision Tree,threshold_grid,0.26,0.4,0.04,0.7220357941834452,0.41116751269035534,0.907563025210084,0.5659388646288209,0.883522521517342,967,464,33,324,521100.0,288916.0,810016.0,453.02908277404924,0.6,868500.0,7222900.0
Decision Tree,threshold_grid,0.27,0.4,0.04,0.7404921700223713,0.428380187416332,0.896358543417367,0.5797101449275363,0.883522521517342,1004,427,37,320,569520.0,255884.0,825404.0,461.6353467561521,0.6,949200.0,6397100.0
Decision Tree,threshold_grid,0.28,0.4,0.04,0.7404921700223713,0.428380187416332,0.896358543417367,0.5797101449275363,0.883522521517342,1004,427,37,320,569520.0,255884.0,825404.0,461.6353467561521,0.6,949200.0,6397100.0
Decision Tree,threshold_grid,0.29,0.4,0.04,0.7404921700223713,0.428380187416332,0.896358543417367,0.5797101449275363,0.883522521517342,1004,427,37,320,569520.0,255884.0,825404.0,461.6353467561521,0.6,949200.0,6397100.0
Decision Tree,threshold_grid,0.3,0.4,0.04,0.7404921700223713,0.428380187416332,0.896358543417367,0.5797101449275363,0.883522521517342,1004,427,37,320,569520.0,255884.0,825404.0,461.6353467561521,0.6,949200.0,6397100.0
Decision Tree,threshold_grid,0.31,0.4,0.04,0.7404921700223713,0.428380187416332,0.896358543417367,0.5797101449275363,0.883522521517342,1004,427,37,320,569520.0,255884.0,825404.0,461.6353467561521,0.6,949200.0,6397100.0
Decision Tree,threshold_grid,0.32,0.4,0.04,0.7768456375838926,0.46808510638297873,0.8627450980392157,0.6068965517241379,0.883522521517342,1081,350,49,308,666780.0,216840.0,883620.0,494.19463087248323,0.6,1111300.0,5421000.0
Decision Tree,threshold_grid,0.33,0.4,0.04,0.7913870246085011,0.4872611464968153,0.8571428571428571,0.6213197969543147,0.883522521517342,1109,322,51,306,679440.0,202376.0,881816.0,493.18568232662193,0.6,1132400.0,5059400.0
Decision Tree,threshold_grid,0.34,0.4,0.04,0.7913870246085011,0.4872611464968153,0.8571428571428571,0.6213197969543147,0.883522521517342,1109,322,51,306,679440.0,202376.0,881816.0,493.18568232662193,0.6,1132400.0,5059400.0
Decision Tree,threshold_grid,0.35,0.4,0.04,0.7913870246085011,0.4872611464968153,0.8571428571428571,0.6213197969543147,0.883522521517342,1109,322,51,306,679440.0,202376.0,881816.0,493.18568232662193,0.6,1132400.0,5059400.0
Decision Tree,threshold_grid,0.36,0.4,0.04,0.7913870246085011,0.4872611464968153,0.8571428571428571,0.6213197969543147,0.883522521517342,1109,322,51,306,679440.0,202376.0,881816.0,493.18568232662193,0.6,1132400.0,5059400.0
Decision Tree,threshold_grid,0.37,0.4,0.04,0.7913870246085011,0.4872611464968153,0.8571428571428571,0.6213197969543147,0.883522521517342,1109,322,51,306,679440.0,202376.0,881816.0,493.18568232662193,0.6,1132400.0,5059400.0
Decision Tree,threshold_grid,0.38,0.4,0.04,0.7913870246085011,0.4872611464968153,0.8571428571428571,0.6213197969543147,0.883522521517342,1109,322,51,306,679440.0,202376.0,881816.0,493.18568232662193,0.6,1132400.0,5059400.0
Decision Tree,threshold_grid,0.39,0.4,0.04,0.7913870246085011,0.4872611464968153,0.8571428571428571,0.6213197969543147,0.883522521517342,1109,322,51,306,679440.0,202376.0,881816.0,493.18568232662193,0.6,1132400.0,5059400.0
Decision Tree,threshold_grid,0.4,0.4,0.04,0.7913870246085011,0.4872611464968153,0.8571428571428571,0.6213197969543147,0.883522521517342,1109,322,51,306,679440.0,202376.0,881816.0,493.18568232662193,0.6,1132400.0,5059400.0
Decision Tree,threshold_grid,0.41,0.4,0.04,0.7913870246085011,0.4872611464968153,0.8571428571428571,0.6213197969543147,0.883522521517342,1109,322,51,306,679440.0,202376.0,881816.0,493.18568232662193,0.6,1132400.0,5059400.0
Decision Tree,threshold_grid,0.42,0.4,0.04,0.7913870246085011,0.4872611464968153,0.8571428571428571,0.6213197969543147,0.883522521517342,1109,322,51,306,679440.0,202376.0,881816.0,493.18568232662193,0.6,1132400.0,5059400.0
Decision Tree,threshold_grid,0.43,0.4,0.04,0.7913870246085011,0.4872611464968153,0.8571428571428571,0.6213197969543147,0.883522521517342,1109,322,51,306,679440.0,202376.0,881816.0,493.18568232662193,0.6,1132400.0,5059400.0
Decision Tree,threshold_grid,0.44,0.4,0.04,0.7913870246085011,0.4872611464968153,0.8571428571428571,0.6213197969543147,0.883522521517342,1109,322,51,306,679440.0,202376.0,881816.0,493.18568232662193,0.6,1132400.0,5059400.0
Decision Tree,threshold_grid,0.45,0.4,0.04,0.7913870246085011,0.4872611464968153,0.8571428571428571,0.6213197969543147,0.883522521517342,1109,322,51,306,679440.0,202376.0,881816.0,493.18568232662193,0.6,1132400.0,5059400.0
Decision Tree,threshold_grid,0.46,0.4,0.04,0.7919463087248322,0.4878444084278768,0.8431372549019608,0.6180698151950719,0.883522521517342,1115,316,56,301,762780.0,196824.0,959604.0,536.6912751677852,0.6,1271300.0,4920600.0
Decision Tree,threshold_grid,0.47,0.4,0.04,0.7919463087248322,0.4878444084278768,0.8431372549019608,0.6180698151950719,0.883522521517342,1115,316,56,301,762780.0,196824.0,959604.0,536.6912751677852,0.6,1271300.0,4920600.0
Decision Tree,threshold_grid,0.48,0.4,0.04,0.7919463087248322,0.4878444084278768,0.8431372549019608,0.6180698151950719,0.883522521517342,1115,316,56,301,762780.0,196824.0,959604.0,536.6912751677852,0.6,1271300.0,4920600.0
