accuracy,precision_BAD_1,recall_BAD_1,f1_BAD_1,roc_auc,average_precision,false_positives,false_negatives,true_positives,true_negatives,threshold
0.19942473633748803,0.19942473633748803,1.0,0.33253397282174263,0.9432803863426993,0.8668435091033867,3340,0,832,0,0.05
0.19942473633748803,0.19942473633748803,1.0,0.33253397282174263,0.9432803863426993,0.8668435091033867,3340,0,832,0,0.055
0.19942473633748803,0.19942473633748803,1.0,0.33253397282174263,0.9432803863426993,0.8668435091033867,3340,0,832,0,0.06
0.19942473633748803,0.19942473633748803,1.0,0.33253397282174263,0.9432803863426993,0.8668435091033867,3340,0,832,0,0.065
0.19942473633748803,0.19942473633748803,1.0,0.33253397282174263,0.9432803863426993,0.8668435091033867,3340,0,832,0,0.07
0.19942473633748803,0.19942473633748803,1.0,0.33253397282174263,0.9432803863426993,0.8668435091033867,3340,0,832,0,0.075
0.19942473633748803,0.19942473633748803,1.0,0.33253397282174263,0.9432803863426993,0.8668435091033867,3340,0,832,0,0.08
0.19942473633748803,0.19942473633748803,1.0,0.33253397282174263,0.9432803863426993,0.8668435091033867,3340,0,832,0,0.085
0.19942473633748803,0.19942473633748803,1.0,0.33253397282174263,0.9432803863426993,0.8668435091033867,3340,0,832,0,0.09
0.19942473633748803,0.19942473633748803,1.0,0.33253397282174263,0.9432803863426993,0.8668435091033867,3340,0,832,0,0.095
0.19942473633748803,0.19942473633748803,1.0,0.33253397282174263,0.9432803863426993,0.8668435091033867,3340,0,832,0,0.1
0.19942473633748803,0.19942473633748803,1.0,0.33253397282174263,0.9432803863426993,0.8668435091033867,3340,0,832,0,0.105
0.19942473633748803,0.19942473633748803,1.0,0.33253397282174263,0.9432803863426993,0.8668435091033867,3340,0,832,0,0.11
0.19942473633748803,0.19942473633748803,1.0,0.33253397282174263,0.9432803863426993,0.8668435091033867,3340,0,832,0,0.115
0.19942473633748803,0.19942473633748803,1.0,0.33253397282174263,0.9432803863426993,0.8668435091033867,3340,0,832,0,0.12
0.19942473633748803,0.19942473633748803,1.0,0.33253397282174263,0.9432803863426993,0.8668435091033867,3340,0,832,0,0.125
0.19942473633748803,0.19942473633748803,1.0,0.33253397282174263,0.9432803863426993,0.8668435091033867,3340,0,832,0,0.13
0.19942473633748803,0.19942473633748803,1.0,0.33253397282174263,0.9432803863426993,0.8668435091033867,3340,0,832,0,0.135
0.19942473633748803,0.19942473633748803,1.0,0.33253397282174263,0.9432803863426993,0.8668435091033867,3340,0,832,0,0.14
0.19942473633748803,0.19942473633748803,1.0,0.33253397282174263,0.9432803863426993,0.8668435091033867,3340,0,832,0,0.145
0.19942473633748803,0.19942473633748803,1.0,0.33253397282174263,0.9432803863426993,0.8668435091033867,3340,0,832,0,0.15
0.19942473633748803,0.19942473633748803,1.0,0.33253397282174263,0.9432803863426993,0.8668435091033867,3340,0,832,0,0.155
0.19942473633748803,0.19942473633748803,1.0,0.33253397282174263,0.9432803863426993,0.8668435091033867,3340,0,832,0,0.16
0.19942473633748803,0.19942473633748803,1.0,0.33253397282174263,0.9432803863426993,0.8668435091033867,3340,0,832,0,0.165
0.19942473633748803,0.19942473633748803,1.0,0.33253397282174263,0.9432803863426993,0.8668435091033867,3340,0,832,0,0.17
0.19942473633748803,0.19942473633748803,1.0,0.33253397282174263,0.9432803863426993,0.8668435091033867,3340,0,832,0,0.175
