accuracy,precision_BAD_1,recall_BAD_1,f1_BAD_1,roc_auc,false_positives,false_negatives,true_positives,true_negatives,threshold
0.612895493767977,0.33375796178343947,0.9447115384615384,0.49325384374019454,0.9044723053892216,1569,46,786,1771,0.05
0.6342281879194631,0.34591474245115456,0.9362980769230769,0.5051880674448768,0.9044723053892216,1473,53,779,1867,0.055
0.6567593480345159,0.3595505617977528,0.9230769230769231,0.5175202156334232,0.9044723053892216,1368,64,768,1972,0.06
0.6701821668264621,0.3682170542635659,0.9134615384615384,0.5248618784530387,0.9044723053892216,1304,72,760,2036,0.065
0.6840843720038351,0.3782565130260521,0.9074519230769231,0.5339462517680339,0.9044723053892216,1241,77,755,2099,0.07
0.700862895493768,0.3915537017726799,0.9026442307692307,0.5461818181818182,0.9044723053892216,1167,81,751,2173,0.075
0.715484180249281,0.4036896364622897,0.8942307692307693,0.5562616822429907,0.9044723053892216,1099,88,744,2241,0.08
0.7284276126558006,0.4157806379406827,0.8930288461538461,0.5673921344024436,0.9044723053892216,1044,89,743,2296,0.085
0.7413710450623202,0.42840579710144927,0.8882211538461539,0.5780211184982401,0.9044723053892216,986,93,739,2354,0.09
0.7545541706615532,0.44237695078031214,0.8858173076923077,0.5900720576461169,0.9044723053892216,929,95,737,2411,0.095
0.7670182166826462,0.45625,0.8774038461538461,0.600328947368421,0.9044723053892216,870,102,730,2470,0.1
0.7780441035474592,0.4697164948453608,0.8762019230769231,0.6115771812080537,0.9044723053892216,823,103,729,2517,0.105
0.788111217641419,0.48262032085561496,0.8677884615384616,0.6202749140893471,0.9044723053892216,774,110,722,2566,0.11
0.7953020134228188,0.4924346629986245,0.8605769230769231,0.626421697287839,0.9044723053892216,738,116,716,2602,0.115
0.800575263662512,0.5,0.8569711538461539,0.6315323294951284,0.9044723053892216,713,119,713,2627,0.12
0.8077660594439118,0.5107604017216643,0.8557692307692307,0.6397124887690926,0.9044723053892216,682,120,712,2658,0.125
0.8125599232981783,0.5182481751824818,0.8533653846153846,0.6448683015440508,0.9044723053892216,660,122,710,2680,0.13
0.8171140939597316,0.5256887565152644,0.8485576923076923,0.6491954022988505,0.9044723053892216,637,126,706,2703,0.135
0.8235858101629914,0.5365853658536586,0.8461538461538461,0.6567164179104478,0.9044723053892216,608,128,704,2732,0.14
0.8302972195589645,0.5484375,0.84375,0.6647727272727273,0.9044723053892216,578,130,702,2762,0.145
0.8348513902205177,0.5568814638027049,0.8413461538461539,0.6701771182383915,0.9044723053892216,557,132,700,2783,0.15
0.8384467881112176,0.563915857605178,0.8377403846153846,0.6740812379110251,0.9044723053892216,539,135,697,2801,0.155
0.8406040268456376,0.5683865683865684,0.8341346153846154,0.6760837798343887,0.9044723053892216,527,138,694,2813,0.16
0.8449185043144775,0.5768911055694098,0.8341346153846154,0.682063882063882,0.9044723053892216,509,138,694,2831,0.165
0.8453978906999041,0.5787700084245998,0.8257211538461539,0.6805349182763745,0.9044723053892216,500,145,687,2840,0.17
0.8489932885906041,0.5863247863247864,0.8245192307692307,0.6853146853146853,0.9044723053892216,484,146,686,2856,0.175
0.850431447746884,0.5901213171577123,0.8185096153846154,0.6858006042296072,0.9044723053892216,473,151,681,2867,0.18
0.8509108341323106,0.5919439579684763,0.8125,0.684903748733536,0.9044723053892216,466,156,676,2874,0.185
0.8528283796740173,0.5961199294532628,0.8125,0.6876907426246185,0.9044723053892216,458,156,676,2882,0.19
0.8540268456375839,0.5989352262644189,0.8112980769230769,0.6891271056661562,0.9044723053892216,452,157,675,2888,0.195
0.8561840843720039,0.6039426523297491,0.8100961538461539,0.6919917864476386,0.9044723053892216,442,158,674,2898,0.2
0.8578619367209971,0.6077547339945897,0.8100961538461539,0.6944873776403916,0.9044723053892216,435,158,674,2905,0.205
0.8597794822627037,0.6129917657822507,0.8052884615384616,0.6961038961038961,0.9044723053892216,423,162,670,2917,0.21
0.8602588686481304,0.6147465437788019,0.8016826923076923,0.6958789775691184,0.9044723053892216,418,165,667,2922,0.215
0.8616970278044104,0.6186046511627907,0.7992788461538461,0.6974305191400105,0.9044723053892216,410,167,665,2930,0.22
0.8624161073825504,0.6212406015037594,0.7944711538461539,0.6972573839662447,0.9044723053892216,403,171,661,2937,0.225
0.8626558005752637,0.6227488151658768,0.7896634615384616,0.6963434022257552,0.9044723053892216,398,175,657,2942,0.23
0.862895493767977,0.624282982791587,0.7848557692307693,0.6954206602768903,0.9044723053892216,393,179,653,2947,0.235
0.8645733461169702,0.6287367405978785,0.7836538461538461,0.6976993044408775,0.9044723053892216,385,180,652,2955,0.24
0.8664908916586769,0.6338851022395326,0.7824519230769231,0.7003765465303927,0.9044723053892216,376,181,651,2964,0.245
0.8669702780441035,0.6361848574237955,0.7776442307692307,0.6998377501352082,0.9044723053892216,370,185,647,2970,0.25
0.8672099712368169,0.6370808678500987,0.7764423076923077,0.6998916576381365,0.9044723053892216,368,186,646,2972,0.255
0.8672099712368169,0.6376237623762376,0.7740384615384616,0.6992399565689468,0.9044723053892216,366,188,644,2974,0.26
0.8674496644295302,0.6393606393606394,0.7692307692307693,0.6983087834151664,0.9044723053892216,361,192,640,2979,0.265
0.8674496644295302,0.6402010050251257,0.765625,0.6973180076628352,0.9044723053892216,358,195,637,2982,0.27
0.8681687440076702,0.6427125506072875,0.7632211538461539,0.6978021978021978,0.9044723053892216,353,197,635,2987,0.275
0.8705656759348035,0.6495901639344263,0.7620192307692307,0.7013274336283186,0.9044723053892216,342,198,634,2998,0.28
0.87176414189837,0.6538860103626943,0.7584134615384616,0.7022815804117974,0.9044723053892216,334,201,631,3006,0.285
0.87320230105465,0.658307210031348,0.7572115384615384,0.704304080491895,0.9044723053892216,327,202,630,3013,0.29
0.87464046021093,0.6631467793030623,0.7548076923076923,0.7060146149522204,0.9044723053892216,319,204,628,3021,0.295
0.8751198465963567,0.6656017039403621,0.7512019230769231,0.7058159232072275,0.9044723053892216,314,207,625,3026,0.3
0.8758389261744967,0.6677350427350427,0.7512019230769231,0.7070135746606335,0.9044723053892216,311,207,625,3029,0.305
0.8755992329817833,0.6680988184747583,0.7475961538461539,0.7056154282473057,0.9044723053892216,309,210,622,3031,0.31
0.87751677852349,0.6742671009771987,0.7463942307692307,0.708499714774672,0.9044723053892216,300,211,621,3040,0.315
0.8779961649089166,0.6765027322404371,0.7439903846153846,0.7086433886662851,0.9044723053892216,296,213,619,3044,0.32
0.87823585810163,0.6776315789473685,0.7427884615384616,0.7087155963302753,0.9044723053892216,294,214,618,3046,0.325
0.8784755512943433,0.6783754116355654,0.7427884615384616,0.7091222030981067,0.9044723053892216,293,214,618,3047,0.33
0.8808724832214765,0.6859045504994451,0.7427884615384616,0.7132140796306982,0.9044723053892216,283,214,618,3057,0.335
0.8818312559923298,0.6893854748603352,0.7415865384615384,0.7145338737695426,0.9044723053892216,278,215,617,3062,0.34
0.8827900287631831,0.6933483652762119,0.7391826923076923,0.7155322862129145,0.9044723053892216,272,217,615,3068,0.345
0.8832694151486098,0.695356738391846,0.7379807692307693,0.7160349854227406,0.9044723053892216,269,218,614,3071,0.35
0.8830297219558965,0.6958997722095672,0.734375,0.7146198830409357,0.9044723053892216,267,221,611,3073,0.355
0.8837488015340365,0.6991963260619977,0.7319711538461539,0.715208455666471,0.9044723053892216,262,223,609,3078,0.36
0.8844678811121764,0.7025462962962963,0.7295673076923077,0.7158018867924528,0.9044723053892216,257,225,607,3083,0.365
0.8847075743048898,0.704784130688448,0.7259615384615384,0.7152161042036708,0.9044723053892216,253,228,604,3087,0.37
0.886385426653883,0.7110849056603774,0.7247596153846154,0.7178571428571429,0.9044723053892216,245,229,603,3095,0.375
0.8866251198465963,0.7154861944777912,0.7163461538461539,0.715915915915916,0.9044723053892216,237,236,596,3103,0.38
0.887104506232023,0.7177322074788902,0.7151442307692307,0.7164358819987959,0.9044723053892216,234,237,595,3106,0.385
0.8880632790028763,0.7222898903775883,0.7127403846153846,0.7174833635813672,0.9044723053892216,228,239,593,3112,0.39
0.8887823585810163,0.7266009852216748,0.7091346153846154,0.7177615571776156,0.9044723053892216,222,242,590,3118,0.395
0.8895014381591563,0.7304347826086957,0.7067307692307693,0.7183872938301772,0.9044723053892216,217,244,588,3123,0.4
0.8902205177372963,0.73375,0.7055288461538461,0.7193627450980392,0.9044723053892216,213,245,587,3127,0.405
0.8906999041227229,0.7367758186397985,0.703125,0.7195571955719557,0.9044723053892216,209,247,585,3131,0.41
0.8902205177372963,0.7361111111111112,0.7007211538461539,0.7179802955665024,0.9044723053892216,209,249,583,3131,0.415
0.8918983700862896,0.7432950191570882,0.6995192307692307,0.7207430340557276,0.9044723053892216,201,250,582,3139,0.42
0.8928571428571429,0.7483870967741936,0.6971153846153846,0.7218419415059116,0.9044723053892216,195,252,580,3145,0.425
0.8930968360498562,0.7513020833333334,0.6935096153846154,0.72125,0.9044723053892216,191,255,577,3149,0.43
0.8923777564717162,0.7523056653491436,0.6862980769230769,0.7177875549968573,0.9044723053892216,188,261,571,3152,0.435
0.8923777564717162,0.7543160690571049,0.6826923076923077,0.7167192429022082,0.9044723053892216,185,264,568,3155,0.44
0.8933365292425696,0.7618403247631935,0.6766826923076923,0.7167409293443666,0.9044723053892216,176,269,563,3164,0.445
0.8935762224352828,0.7643051771117166,0.6742788461538461,0.7164750957854407,0.9044723053892216,173,271,561,3167,0.45
0.8935762224352828,0.7664835164835165,0.6706730769230769,0.7153846153846154,0.9044723053892216,170,274,558,3170,0.455
0.8938159156279961,0.7690179806362379,0.6682692307692307,0.715112540192926,0.9044723053892216,167,276,556,3173,0.46
0.8933365292425696,0.7706293706293706,0.6622596153846154,0.7123464770523594,0.9044723053892216,164,281,551,3176,0.465
0.8930968360498562,0.7749287749287749,0.6538461538461539,0.7092568448500652,0.9044723053892216,158,288,544,3182,0.47
0.8928571428571429,0.7802037845705968,0.6442307692307693,0.7057274522712311,0.9044723053892216,151,296,536,3189,0.475
0.8923777564717162,0.7812041116005873,0.6394230769230769,0.7032385988103106,0.9044723053892216,149,300,532,3191,0.48
0.8926174496644296,0.7840236686390533,0.6370192307692307,0.7029177718832891,0.9044723053892216,146,302,530,3194,0.485
0.8918983700862896,0.7856071964017991,0.6298076923076923,0.6991327551701134,0.9044723053892216,143,308,524,3197,0.49
0.8918983700862896,0.7873303167420814,0.6274038461538461,0.6983277591973244,0.9044723053892216,141,310,522,3199,0.495
0.8923777564717162,0.7923664122137405,0.6237980769230769,0.6980497646267653,0.9044723053892216,136,313,519,3204,0.5
0.8916586768935763,0.7923076923076923,0.6189903846153846,0.6950067476383266,0.9044723053892216,135,317,515,3205,0.505
0.8914189837008629,0.7928902627511591,0.6165865384615384,0.6937119675456389,0.9044723053892216,134,319,513,3206,0.51
0.8921380632790029,0.799373040752351,0.6129807692307693,0.6938775510204082,0.9044723053892216,128,322,510,3212,0.515
0.8923777564717162,0.8025276461295419,0.6105769230769231,0.6935153583617747,0.9044723053892216,125,324,508,3215,0.52
0.8923777564717162,0.8073836276083467,0.6045673076923077,0.6914089347079038,0.9044723053892216,120,329,503,3220,0.525
0.8928571428571429,0.8130081300813008,0.6009615384615384,0.691085003455425,0.9044723053892216,115,332,500,3225,0.53
0.8926174496644296,0.8137254901960784,0.5985576923076923,0.6897506925207756,0.9044723053892216,114,334,498,3226,0.535
0.8933365292425696,0.8187808896210873,0.5973557692307693,0.6907574704656011,0.9044723053892216,110,335,497,3230,0.54
0.8928571428571429,0.8192371475953566,0.59375,0.6885017421602787,0.9044723053892216,109,338,494,3231,0.545
