feature,importance
DEBTINC_missing,0.5756285104611574
DEBTINC,0.16694138536674677
DELINQ,0.08287314936180833
CLAGE,0.08021680621282934
LOAN,0.030574007966806257
JOB_Other,0.02032339244750151
DEROG,0.019283430396220554
CLNO,0.013232027112350707
MORTDUE,0.010927290674579183
YOJ,0.0
VALUE,0.0
NINQ,0.0
REASON_HomeImp,0.0
JOB_Missing,0.0
REASON_Missing,0.0
JOB_ProfExe,0.0
JOB_Office,0.0
JOB_Sales,0.0
JOB_Self,0.0
VALUE_missing,0.0
MORTDUE_missing,0.0
